type,stock,price,quantity,cost,date,proceeds
SELL,PECK,100.0,370,,2026-04-28,37000.0
SELL,NTLA,109.62342598399306,363,,2026-04-28,39793.30363218948
SELL,AYTU,84.21052631578947,315,,2026-04-28,26526.315789473683
SELL,EQ,112.50000698491945,370,,2026-04-28,41625.002584420195
SELL,GIX,100.0,315,,2026-04-28,31500.0
BUY,FRHC,100.0,360,36000.0,2026-04-28,
BUY,RCA,100.0,360,36000.0,2026-04-28,
BUY,WEI,100.0,360,36000.0,2026-04-28,
BUY,ALT,100.0,360,36000.0,2026-04-28,
BUY,BLNK,121.44472715353817,297,36069.08396460084,2026-04-28,
BUY,YIN,95.66344782661555,377,36065.11983063407,2026-04-28,
BUY,MFINL,98.34935705897159,366,35995.864683583604,2026-04-28,
BUY,CBH,100.0,360,36000.0,2026-04-28,
BUY,CNF,100.0,360,36000.0,2026-04-28,
BUY,TMSR,100.0,360,36000.0,2026-04-28,
SELL,FRHC,100.0,360,,2026-04-28,36000.0
SELL,WEI,100.0,360,,2026-04-28,36000.0
SELL,ALT,100.0,360,,2026-04-28,36000.0
SELL,BLNK,110.00000346790662,297,,2026-04-28,32670.001029968265
SELL,YIN,97.79156061468485,377,,2026-04-28,36867.41835173619
SELL,MFINL,100.50738198692328,366,,2026-04-28,36785.70180721392
SELL,CNF,100.0,360,,2026-04-28,36000.0
SELL,TMSR,100.0,360,,2026-04-28,36000.0
BUY,CLRB,100.0,323,32300.0,2026-04-28,
BUY,ARA,102.56129076067899,315,32306.80658961388,2026-04-28,
BUY,MEC,86.84210980367797,372,32305.264846968206,2026-04-28,
BUY,MRUS,86.84210980367797,372,32305.264846968206,2026-04-28,
BUY,RCP,100.0,323,32300.0,2026-04-28,
BUY,TPB,98.57143675222267,328,32331.431254729036,2026-04-28,
BUY,EQ,88.88888336994054,364,32355.553546658357,2026-04-28,
BUY,GIX,86.84210980367797,372,32305.264846968206,2026-04-28,
SELL,RCA,100.0,360,,2026-04-28,36000.0
SELL,CBH,100.0,360,,2026-04-28,36000.0
SELL,CLRB,108.25396340990822,323,,2026-04-28,34966.030181400354
SELL,ARA,102.03353435911897,315,,2026-04-28,32140.56332312248
SELL,MEC,128.63635738033906,372,,2026-04-28,47852.72494548613
SELL,MRUS,104.25777741196482,372,,2026-04-28,38783.893197250916
SELL,RCP,100.0,323,,2026-04-28,32300.0
SELL,TPB,90.62800755428763,328,,2026-04-28,29725.986477806346
BUY,HMI,128.63635738033906,263,33831.361991029175,2026-04-28,
BUY,OAC,108.16326685768031,312,33746.939259596256,2026-04-28,
BUY,CNF,100.0,338,33800.0,2026-04-28,
BUY,MSBI,99.77847161725676,339,33824.90187825004,2026-04-28,
BUY,TWNKW,128.63635738033906,263,33831.361991029175,2026-04-28,
BUY,SBPH,101.30110954154677,334,33834.570586876616,2026-04-28,
BUY,EHT,100.1984732578433,337,33766.885487893196,2026-04-28,
